fips,county_name,nri_risk_rating,economic_profile,economic_profile_label,assignment_confidence,assignment_margin,second_best_profile,second_best_profile_label
26127,"Oceana County, MI",Very Low,4,Larger average-economy counties,0.9977552121789113,0.9962982661956271,3,Large high-wage metro counties
26129,"Ogemaw County, MI",Very Low,1,Smaller mixed-economy counties,0.9870545711333818,0.9752243455534939,4,Larger average-economy counties
26131,"Ontonagon County, MI",Very Low,1,Smaller mixed-economy counties,0.786440162297189,0.5862220643828339,0,High-wage investment-income counties
26133,"Osceola County, MI",Very Low,4,Larger average-economy counties,0.9975673295208886,0.9962273187241282,3,Large high-wage metro counties
26135,"Oscoda County, MI",Very Low,1,Smaller mixed-economy counties,0.9990625544635612,0.9982679624847999,0,High-wage investment-income counties
26137,"Otsego County, MI",Very Low,4,Larger average-economy counties,0.9968618211923703,0.9952654354246958,3,Large high-wage metro counties
26139,"Ottawa County, MI",Moderate,3,Large high-wage metro counties,0.9998389033360522,0.9997371006521342,0,High-wage investment-income counties
26141,"Presque Isle County, MI",Very Low,1,Smaller mixed-economy counties,0.9883421987385022,0.978250214739548,0,High-wage investment-income counties
26143,"Roscommon County, MI",Low,1,Smaller mixed-economy counties,0.9615497773282388,0.927418002343135,0,High-wage investment-income counties
26145,"Saginaw County, MI",Moderate,4,Larger average-economy counties,0.9753741745203776,0.951569540639065,3,Large high-wage metro counties
26147,"St. Clair County, MI",Moderate,4,Larger average-economy counties,0.995010245580116,0.9906189824592896,3,Large high-wage metro counties
26149,"St. Joseph County, MI",Low,4,Larger average-economy counties,0.9678500720353724,0.9360281487019388,3,Large high-wage metro counties
26151,"Sanilac County, MI",Low,4,Larger average-economy counties,0.9270513363153015,0.8547363758601889,1,Smaller mixed-economy counties
26153,"Schoolcraft County, MI",Very Low,1,Smaller mixed-economy counties,0.999453308805894,0.9989846555591914,0,High-wage investment-income counties
26155,"Shiawassee County, MI",Low,4,Larger average-economy counties,0.9838817375986038,0.9681004835260817,1,Smaller mixed-economy counties
26157,"Tuscola County, MI",Low,4,Larger average-economy counties,0.9698061440006419,0.9398712259605418,1,Smaller mixed-economy counties
26159,"Van Buren County, MI",Low,4,Larger average-economy counties,0.8482656562547353,0.6970443341620052,3,Large high-wage metro counties
26161,"Washtenaw County, MI",Moderate,3,Large high-wage metro counties,0.9988327926002287,0.9980574926212361,0,High-wage investment-income counties
26163,"Wayne County, MI",High,3,Large high-wage metro counties,0.9929214979523677,0.9883118028743717,0,High-wage investment-income counties
26165,"Wexford County, MI",Very Low,4,Larger average-economy counties,0.9948824336343367,0.9901141900888784,3,Large high-wage metro counties
27001,"Aitkin County, MN",Low,1,Smaller mixed-economy counties,0.9990072448863984,0.9981662566288584,0,High-wage investment-income counties
27003,"Anoka County, MN",Moderate,3,Large high-wage metro counties,0.9998357733076034,0.9997311004544921,0,High-wage investment-income counties
27005,"Becker County, MN",Very Low,4,Larger average-economy counties,0.9841993813946343,0.9686915186986647,3,Large high-wage metro counties
27007,"Beltrami County, MN",Low,4,Larger average-economy counties,0.847446209560863,0.6956015692665646,3,Large high-wage metro counties
27009,"Benton County, MN",Low,3,Large high-wage metro counties,0.998043229173067,0.9966617559051811,4,Larger average-economy counties
27011,"Big Stone County, MN",Very Low,1,Smaller mixed-economy counties,0.9982427301453607,0.9971583666221846,0,High-wage investment-income counties
27013,"Blue Earth County, MN",Low,3,Large high-wage metro counties,0.9998016159016023,0.9996756084163865,0,High-wage investment-income counties
27015,"Brown County, MN",Low,4,Larger average-economy counties,0.995884403423533,0.9926345472483992,1,Smaller mixed-economy counties
27017,"Carlton County, MN",Low,4,Larger average-economy counties,0.9948817469330381,0.9904843748149212,1,Smaller mixed-economy counties
27019,"Carver County, MN",Low,3,Large high-wage metro counties,0.9996144521926067,0.9993585314764926,0,High-wage investment-income counties
27021,"Cass County, MN",Low,4,Larger average-economy counties,0.9735816978589381,0.9483821552303067,1,Smaller mixed-economy counties
27023,"Chippewa County, MN",Very Low,3,Large high-wage metro counties,0.8346659232030544,0.6732737781324989,4,Larger average-economy counties
27025,"Chisago County, MN",Low,3,Large high-wage metro counties,0.7898191530275808,0.581485294279636,4,Larger average-economy counties
27027,"Clay County, MN",Low,3,Large high-wage metro counties,0.9995841716156055,0.9993752009674537,0,High-wage investment-income counties
27029,"Clearwater County, MN",Very Low,4,Larger average-economy counties,0.9855477789201124,0.9723092501007821,1,Smaller mixed-economy counties
27031,"Cook County, MN",Very Low,4,Larger average-economy counties,0.926987701466299,0.880570621506285,0,High-wage investment-income counties
27033,"Cottonwood County, MN",Very Low,4,Larger average-economy counties,0.7834975568110932,0.5688661312547884,3,Large high-wage metro counties
27035,"Crow Wing County, MN",Low,4,Larger average-economy counties,0.9874390665086997,0.9751859837525938,3,Large high-wage metro counties
27037,"Dakota County, MN",Moderate,3,Large high-wage metro counties,0.9997983017175924,0.9996704124823593,0,High-wage investment-income counties
27039,"Dodge County, MN",Very Low,3,Large high-wage metro counties,0.9801810075496935,0.963559354408207,4,Larger average-economy counties
27041,"Douglas County, MN",Low,4,Larger average-economy counties,0.9712531448008124,0.9431675103709567,3,Large high-wage metro counties
27043,"Faribault County, MN",Low,1,Smaller mixed-economy counties,0.5880978411522119,0.17646672720849232,4,Larger average-economy counties
27045,"Fillmore County, MN",Low,4,Larger average-economy counties,0.9956270537803975,0.9916674063900481,3,Large high-wage metro counties
27047,"Freeborn County, MN",Low,4,Larger average-economy counties,0.9578573088864349,0.9159816637382899,1,Smaller mixed-economy counties
27049,"Goodhue County, MN",Low,4,Larger average-economy counties,0.9517887421989745,0.9039000771087708,3,Large high-wage metro counties
27051,"Grant County, MN",Very Low,4,Larger average-economy counties,0.9586092816474203,0.9337301293636447,0,High-wage investment-income counties
27053,"Hennepin County, MN",High,3,Large high-wage metro counties,0.9974710234533328,0.9958181300221747,0,High-wage investment-income counties
27055,"Houston County, MN",Very Low,1,Smaller mixed-economy counties,0.9256679211991707,0.8517510676878268,4,Larger average-economy counties
27057,"Hubbard County, MN",Very Low,4,Larger average-economy counties,0.9957062003932384,0.9921712349464793,3,Large high-wage metro counties
27059,"Isanti County, MN",Very Low,3,Large high-wage metro counties,0.8696157971724993,0.7410964481663448,4,Larger average-economy counties
27061,"Itasca County, MN",Low,4,Larger average-economy counties,0.9263809806062591,0.8530018150877285,1,Smaller mixed-economy counties
27063,"Jackson County, MN",Very Low,4,Larger average-economy counties,0.9398116319678143,0.8800974599498387,1,Smaller mixed-economy counties
27065,"Kanabec County, MN",Very Low,4,Larger average-economy counties,0.8643546333783435,0.7295762864564483,1,Smaller mixed-economy counties
27067,"Kandiyohi County, MN",Low,3,Large high-wage metro counties,0.9995744903535296,0.9992914880452145,0,High-wage investment-income counties
27069,"Kittson County, MN",Very Low,1,Smaller mixed-economy counties,0.9997572334802335,0.9995622507084797,0,High-wage investment-income counties
27071,"Koochiching County, MN",Very Low,1,Smaller mixed-economy counties,0.9996171739124599,0.9992778852338513,0,High-wage investment-income counties
27073,"Lac qui Parle County, MN",Very Low,1,Smaller mixed-economy counties,0.9954276176022799,0.9923049192448552,4,Larger average-economy counties
27075,"Lake County, MN",Very Low,1,Smaller mixed-economy counties,0.9983002613290188,0.9969337222033576,0,High-wage investment-income counties
27077,"Lake of the Woods County, MN",Very Low,1,Smaller mixed-economy counties,0.9985075990937251,0.9971943647335326,0,High-wage investment-income counties
27079,"Le Sueur County, MN",Very Low,3,Large high-wage metro counties,0.9593699588956817,0.9197334815597824,4,Larger average-economy counties
27081,"Lincoln County, MN",Very Low,1,Smaller mixed-economy counties,0.8384518749722981,0.6783431781999216,4,Larger average-economy counties
27083,"Lyon County, MN",Low,3,Large high-wage metro counties,0.9712493072751323,0.9467104508035762,4,Larger average-economy counties
27085,"McLeod County, MN",Low,4,Larger average-economy counties,0.9385239237643722,0.8774738976673703,3,Large high-wage metro counties
27087,"Mahnomen County, MN",Very Low,4,Larger average-economy counties,0.669987752742412,0.3821755358018975,1,Smaller mixed-economy counties
27089,"Marshall County, MN",Very Low,4,Larger average-economy counties,0.9268113674565994,0.8546577528561596,1,Smaller mixed-economy counties
27091,"Martin County, MN",Low,4,Larger average-economy counties,0.9152739387545649,0.8309957940984323,1,Smaller mixed-economy counties
27093,"Meeker County, MN",Very Low,4,Larger average-economy counties,0.9952125458850872,0.9907173960413656,3,Large high-wage metro counties
27095,"Mille Lacs County, MN",Very Low,4,Larger average-economy counties,0.9903736567158158,0.9812538770872122,1,Smaller mixed-economy counties
27097,"Morrison County, MN",Low,4,Larger average-economy counties,0.9979774646795995,0.9966974725097925,3,Large high-wage metro counties
27099,"Mower County, MN",Low,3,Large high-wage metro counties,0.9997233133294516,0.9995452758909094,0,High-wage investment-income counties
27101,"Murray County, MN",Very Low,4,Larger average-economy counties,0.5327551913600307,0.06677733682653164,1,Smaller mixed-economy counties
27103,"Nicollet County, MN",Low,3,Large high-wage metro counties,0.9115209790336753,0.8238538252492186,4,Larger average-economy counties
27105,"Nobles County, MN",Low,3,Large high-wage metro counties,0.9973203470624296,0.9954439684939408,0,High-wage investment-income counties
27107,"Norman County, MN",Very Low,1,Smaller mixed-economy counties,0.9060978295031569,0.8140099698245087,4,Larger average-economy counties
27109,"Olmsted County, MN",Moderate,3,Large high-wage metro counties,0.9998410795890704,0.999738612864905,0,High-wage investment-income counties
27111,"Otter Tail County, MN",Low,4,Larger average-economy counties,0.6729715823187089,0.3471349826222797,3,Large high-wage metro counties
27113,"Pennington County, MN",Low,4,Larger average-economy counties,0.9874304133747,0.9753089054678241,3,Large high-wage metro counties
27115,"Pine County, MN",Low,4,Larger average-economy counties,0.9706310422591606,0.9415633077651069,1,Smaller mixed-economy counties
27117,"Pipestone County, MN",Very Low,4,Larger average-economy counties,0.9936751537423779,0.9878991022597038,3,Large high-wage metro counties
27119,"Polk County, MN",Low,4,Larger average-economy counties,0.9930336963847625,0.9864768690421605,3,Large high-wage metro counties
27121,"Pope County, MN",Very Low,4,Larger average-economy counties,0.9813795822956196,0.9641509460838751,1,Smaller mixed-economy counties
27123,"Ramsey County, MN",High,3,Large high-wage metro counties,0.9989985752669158,0.9983436267586464,0,High-wage investment-income counties
27125,"Red Lake County, MN",Very Low,1,Smaller mixed-economy counties,0.955401797447408,0.921589256012135,0,High-wage investment-income counties
27127,"Redwood County, MN",Very Low,4,Larger average-economy counties,0.9973429454352775,0.9958059909544855,1,Smaller mixed-economy counties
27129,"Renville County, MN",Very Low,4,Larger average-economy counties,0.9935304508308569,0.9879417753860207,1,Smaller mixed-economy counties
27131,"Rice County, MN",Low,3,Large high-wage metro counties,0.9998521447840121,0.9997576294216551,0,High-wage investment-income counties
27133,"Rock County, MN",Very Low,1,Smaller mixed-economy counties,0.8098623592049303,0.6204228703251723,4,Larger average-economy counties
27135,"Roseau County, MN",Low,4,Larger average-economy counties,0.9963468404656747,0.9947193685620668,1,Smaller mixed-economy counties
27137,"St. Louis County, MN",Moderate,4,Larger average-economy counties,0.9963245756483272,0.9934350573689352,3,Large high-wage metro counties
27139,"Scott County, MN",Low,3,Large high-wage metro counties,0.9997956527712092,0.9996627101544715,0,High-wage investment-income counties
27141,"Sherburne County, MN",Low,3,Large high-wage metro counties,0.9995082684958879,0.9991832219908097,0,High-wage investment-income counties
27143,"Sibley County, MN",Very Low,4,Larger average-economy counties,0.8262961395481693,0.6538138506767986,3,Large high-wage metro counties
27145,"Stearns County, MN",Moderate,3,Large high-wage metro counties,0.9998200624666448,0.9997045405686914,0,High-wage investment-income counties
27147,"Steele County, MN",Very Low,4,Larger average-economy counties,0.9609464115172007,0.9223472724356275,3,Large high-wage metro counties
27149,"Stevens County, MN",Very Low,3,Large high-wage metro counties,0.9773654642021299,0.957766352089917,4,Larger average-economy counties
27151,"Swift County, MN",Very Low,4,Larger average-economy counties,0.6918579878642201,0.3868181523230601,3,Large high-wage metro counties
27153,"Todd County, MN",Very Low,3,Large high-wage metro counties,0.9352570991824771,0.8715916325007992,4,Larger average-economy counties
27155,"Traverse County, MN",Very Low,1,Smaller mixed-economy counties,0.9971360813054853,0.9947833657518376,0,High-wage investment-income counties
27157,"Wabasha County, MN",Low,4,Larger average-economy counties,0.9972166265767215,0.9955325802350258,1,Smaller mixed-economy counties
27159,"Wadena County, MN",Very Low,4,Larger average-economy counties,0.7365795641896069,0.4735654497450808,1,Smaller mixed-economy counties
27161,"Waseca County, MN",Very Low,4,Larger average-economy counties,0.9515877041720668,0.9034870747322041,1,Smaller mixed-economy counties
27163,"Washington County, MN",Moderate,3,Large high-wage metro counties,0.9997516420290451,0.9995922460066325,0,High-wage investment-income counties
27165,"Watonwan County, MN",Very Low,3,Large high-wage metro counties,0.9957872329082057,0.9928525753462698,0,High-wage investment-income counties
27167,"Wilkin County, MN",Very Low,4,Larger average-economy counties,0.8060496542939993,0.6130303639340927,1,Smaller mixed-economy counties
27169,"Winona County, MN",Low,4,Larger average-economy counties,0.9331626213172611,0.8665919207870734,3,Large high-wage metro counties
27171,"Wright County, MN",Low,3,Large high-wage metro counties,0.9912759626464782,0.9856213903248737,0,High-wage investment-income counties
27173,"Yellow Medicine County, MN",Very Low,4,Larger average-economy counties,0.9881745653874653,0.9771627200135565,3,Large high-wage metro counties
28001,"Adams County, MS",Low,0,High-wage investment-income counties,0.7550100124500381,0.5109295326277703,2,Small transfer-reliant counties
28003,"Alcorn County, MS",Low,4,Larger average-economy counties,0.9759578582425683,0.9527274843989266,3,Large high-wage metro counties
28005,"Amite County, MS",Low,1,Smaller mixed-economy counties,0.9907397246010354,0.9816239563534037,4,Larger average-economy counties
28007,"Attala County, MS",Very Low,1,Smaller mixed-economy counties,0.9993334495330463,0.9989246953597347,0,High-wage investment-income counties
28009,"Benton County, MS",Very Low,1,Smaller mixed-economy counties,0.9911603508478716,0.9838049700131811,0,High-wage investment-income counties
28011,"Bolivar County, MS",Low,4,Larger average-economy counties,0.7010646610082105,0.4114387090170523,1,Smaller mixed-economy counties
28013,"Calhoun County, MS",Very Low,1,Smaller mixed-economy counties,0.958673189864965,0.9180159734817167,4,Larger average-economy counties
28015,"Carroll County, MS",Very Low,1,Smaller mixed-economy counties,0.9445476090161882,0.8945124766968708,0,High-wage investment-income counties
28017,"Chickasaw County, MS",Low,1,Smaller mixed-economy counties,0.7106246846313481,0.4219597949013715,4,Larger average-economy counties
28019,"Choctaw County, MS",Very Low,1,Smaller mixed-economy counties,0.994674126701108,0.9897427982041999,4,Larger average-economy counties
28021,"Claiborne County, MS",Very Low,4,Larger average-economy counties,0.5512297960545769,0.11854880746639457,1,Smaller mixed-economy counties
28023,"Clarke County, MS",Very Low,1,Smaller mixed-economy counties,0.9991281424548256,0.9984108421195853,0,High-wage investment-income counties
28025,"Clay County, MS",Very Low,1,Smaller mixed-economy counties,0.9765807318425016,0.9545993994228403,4,Larger average-economy counties
28027,"Coahoma County, MS",Low,4,Larger average-economy counties,0.5338095432080411,0.17659250898677015,0,High-wage investment-income counties
28029,"Copiah County, MS",Low,4,Larger average-economy counties,0.6710448896098992,0.34596435225587163,3,Large high-wage metro counties
28031,"Covington County, MS",Low,1,Smaller mixed-economy counties,0.6014676854238494,0.2034581946842824,4,Larger average-economy counties
28033,"DeSoto County, MS",Moderate,3,Large high-wage metro counties,0.9996505340604953,0.9994296908121211,0,High-wage investment-income counties
28035,"Forrest County, MS",Low,3,Large high-wage metro counties,0.9997826145260805,0.9996483335751297,0,High-wage investment-income counties
28037,"Franklin County, MS",Very Low,1,Smaller mixed-economy counties,0.9866908996149711,0.9742330889161479,4,Larger average-economy counties
28039,"George County, MS",Low,4,Larger average-economy counties,0.8793741443157418,0.7620250045714687,3,Large high-wage metro counties
28041,"Greene County, MS",Very Low,4,Larger average-economy counties,0.8612761339716174,0.7232487219394874,1,Smaller mixed-economy counties
28043,"Grenada County, MS",Low,4,Larger average-economy counties,0.6172854937990432,0.23490218715315925,1,Smaller mixed-economy counties
28045,"Hancock County, MS",Moderate,4,Larger average-economy counties,0.9961714497976976,0.993973542402621,3,Large high-wage metro counties
28047,"Harrison County, MS",High,3,Large high-wage metro counties,0.9998410871346352,0.9997394279030679,0,High-wage investment-income counties
28049,"Hinds County, MS",Moderate,3,Large high-wage metro counties,0.9830982960460866,0.9722756976986568,0,High-wage investment-income counties
28051,"Holmes County, MS",Low,1,Smaller mixed-economy counties,0.9941148380039462,0.989285122039819,0,High-wage investment-income counties
28053,"Humphreys County, MS",Very Low,1,Smaller mixed-economy counties,0.9982467807250908,0.996731249103414,0,High-wage investment-income counties
28055,"Issaquena County, MS",Very Low,1,Smaller mixed-economy counties,0.9634082061213456,0.9288469203675238,0,High-wage investment-income counties
28057,"Itawamba County, MS",Low,1,Smaller mixed-economy counties,0.5323069757181998,0.06500892286122756,4,Larger average-economy counties
28059,"Jackson County, MS",Moderate,3,Large high-wage metro counties,0.9925685322233322,0.9854627409811075,4,Larger average-economy counties
28061,"Jasper County, MS",Very Low,1,Smaller mixed-economy counties,0.9936698785634642,0.9883461612593981,4,Larger average-economy counties
28063,"Jefferson County, MS",Very Low,1,Smaller mixed-economy counties,0.9990112143382359,0.9981615210335611,0,High-wage investment-income counties
28065,"Jefferson Davis County, MS",Very Low,1,Smaller mixed-economy counties,0.9986601138092899,0.9974667945765036,0,High-wage investment-income counties
28067,"Jones County, MS",Low,4,Larger average-economy counties,0.9346498296382539,0.8696634936747789,3,Large high-wage metro counties
28069,"Kemper County, MS",Very Low,1,Smaller mixed-economy counties,0.983669936016505,0.9689611068360706,0,High-wage investment-income counties
28071,"Lafayette County, MS",Low,3,Large high-wage metro counties,0.9992585149322784,0.9987784144468136,0,High-wage investment-income counties
28073,"Lamar County, MS",Low,3,Large high-wage metro counties,0.9996004398421089,0.9993779243860572,0,High-wage investment-income counties
28075,"Lauderdale County, MS",Moderate,4,Larger average-economy counties,0.9946222411028537,0.9926936825710982,3,Large high-wage metro counties
28077,"Lawrence County, MS",Very Low,1,Smaller mixed-economy counties,0.9996716311222263,0.999443400896277,0,High-wage investment-income counties
28079,"Leake County, MS",Low,3,Large high-wage metro counties,0.99802815941159,0.9970509616074829,4,Larger average-economy counties
28081,"Lee County, MS",Moderate,3,Large high-wage metro counties,0.7625724995678808,0.5258421373251323,4,Larger average-economy counties
28083,"Leflore County, MS",Low,1,Smaller mixed-economy counties,0.8876232861087705,0.8076837696492757,4,Larger average-economy counties
28085,"Lincoln County, MS",Low,4,Larger average-economy counties,0.9978141936197166,0.9962756567884974,1,Smaller mixed-economy counties
28087,"Lowndes County, MS",Low,3,Large high-wage metro counties,0.5890366211660345,0.17908872419386235,4,Larger average-economy counties
28089,"Madison County, MS",Moderate,3,Large high-wage metro counties,0.99968030798974,0.9994733928493186,0,High-wage investment-income counties
28091,"Marion County, MS",Low,1,Smaller mixed-economy counties,0.9996272057815194,0.9993212088621943,0,High-wage investment-income counties
28093,"Marshall County, MS",Low,1,Smaller mixed-economy counties,0.999065227488773,0.9984914243301531,0,High-wage investment-income counties
28095,"Monroe County, MS",Low,4,Larger average-economy counties,0.5948404675640514,0.19089928408727208,1,Smaller mixed-economy counties
28097,"Montgomery County, MS",Very Low,1,Smaller mixed-economy counties,0.9993208452248236,0.9987385780878602,0,High-wage investment-income counties
28099,"Neshoba County, MS",Low,4,Larger average-economy counties,0.9954658034456729,0.9914169776865109,3,Large high-wage metro counties
28101,"Newton County, MS",Low,4,Larger average-economy counties,0.9928316626879353,0.9861696895190862,1,Smaller mixed-economy counties
28103,"Noxubee County, MS",Very Low,4,Larger average-economy counties,0.7883495454999444,0.5829554137533325,1,Smaller mixed-economy counties
28105,"Oktibbeha County, MS",Low,3,Large high-wage metro counties,0.9991710631745975,0.9986186662905912,0,High-wage investment-income counties
28107,"Panola County, MS",Low,4,Larger average-economy counties,0.5993807417158504,0.19919587868455418,1,Smaller mixed-economy counties
28109,"Pearl River County, MS",Moderate,4,Larger average-economy counties,0.9771444777183012,0.9544900920941328,3,Large high-wage metro counties
28111,"Perry County, MS",Very Low,1,Smaller mixed-economy counties,0.6217043182362081,0.2447052599642336,4,Larger average-economy counties
28113,"Pike County, MS",Low,4,Larger average-economy counties,0.8340992444779618,0.6694905522471323,1,Smaller mixed-economy counties
28115,"Pontotoc County, MS",Low,3,Large high-wage metro counties,0.9741940273394689,0.9492482256590205,4,Larger average-economy counties
28117,"Prentiss County, MS",Low,4,Larger average-economy counties,0.5485614781989051,0.09743186526512121,1,Smaller mixed-economy counties
28119,"Quitman County, MS",Very Low,1,Smaller mixed-economy counties,0.6638543759977815,0.34685762522058655,0,High-wage investment-income counties
28121,"Rankin County, MS",Moderate,3,Large high-wage metro counties,0.9998379451762507,0.9997347812257262,0,High-wage investment-income counties
28123,"Scott County, MS",Low,3,Large high-wage metro counties,0.9992140277632602,0.9987312519337987,0,High-wage investment-income counties
28125,"Sharkey County, MS",Very Low,0,High-wage investment-income counties,0.948225313746598,0.8975221783077246,2,Small transfer-reliant counties
28127,"Simpson County, MS",Low,1,Smaller mixed-economy counties,0.7953089318441057,0.5913392462805532,4,Larger average-economy counties
28129,"Smith County, MS",Low,1,Smaller mixed-economy counties,0.9399159500224443,0.880151438448902,4,Larger average-economy counties
28131,"Stone County, MS",Low,4,Larger average-economy counties,0.8850000566870446,0.7736100293559571,1,Smaller mixed-economy counties
28133,"Sunflower County, MS",Low,4,Larger average-economy counties,0.7560910801178362,0.586827622039548,0,High-wage investment-income counties
28135,"Tallahatchie County, MS",Very Low,1,Smaller mixed-economy counties,0.4871357606241964,0.11701364630495392,0,High-wage investment-income counties
28137,"Tate County, MS",Very Low,1,Smaller mixed-economy counties,0.981899176534531,0.9655688133525593,4,Larger average-economy counties
28139,"Tippah County, MS",Low,4,Larger average-economy counties,0.9940505527796304,0.990749028641032,1,Smaller mixed-economy counties
28141,"Tishomingo County, MS",Very Low,1,Smaller mixed-economy counties,0.996677923678921,0.9946334518106735,4,Larger average-economy counties
28143,"Tunica County, MS",Very Low,0,High-wage investment-income counties,0.6833941902000815,0.47579151482471926,1,Smaller mixed-economy counties
28145,"Union County, MS",Low,4,Larger average-economy counties,0.9949107060292908,0.9900862016980173,3,Large high-wage metro counties
28147,"Walthall County, MS",Very Low,1,Smaller mixed-economy counties,0.80875783275063,0.6179420249504868,4,Larger average-economy counties
28149,"Warren County, MS",Moderate,4,Larger average-economy counties,0.9732778908843349,0.9491913887329942,1,Smaller mixed-economy counties
28151,"Washington County, MS",Moderate,1,Smaller mixed-economy counties,0.8703463481427387,0.7949952475480215,0,High-wage investment-income counties
28153,"Wayne County, MS",Low,4,Larger average-economy counties,0.9849030560734927,0.9700728139326484,3,Large high-wage metro counties
28155,"Webster County, MS",Very Low,1,Smaller mixed-economy counties,0.9971019321025989,0.994551223153718,0,High-wage investment-income counties
28157,"Wilkinson County, MS",Very Low,0,High-wage investment-income counties,0.9069474463148731,0.8368255872415828,2,Small transfer-reliant counties
28159,"Winston County, MS",Very Low,1,Smaller mixed-economy counties,0.9994923811607515,0.9991835055087732,0,High-wage investment-income counties
28161,"Yalobusha County, MS",Very Low,1,Smaller mixed-economy counties,0.9997939406337939,0.9996194794824061,0,High-wage investment-income counties
28163,"Yazoo County, MS",Low,0,High-wage investment-income counties,0.746424160949077,0.4999677687299389,2,Small transfer-reliant counties
29001,"Adair County, MO",Very Low,3,Large high-wage metro counties,0.9992376951773596,0.9987371261066664,0,High-wage investment-income counties
29003,"Andrew County, MO",Very Low,4,Larger average-economy counties,0.9673187914870105,0.9351535431876536,1,Smaller mixed-economy counties
29005,"Atchison County, MO",Very Low,1,Smaller mixed-economy counties,0.9997530740531622,0.9995503412574988,0,High-wage investment-income counties
29007,"Audrain County, MO",Low,1,Smaller mixed-economy counties,0.9421451581382162,0.8901351265581811,4,Larger average-economy counties
29009,"Barry County, MO",Low,4,Larger average-economy counties,0.9956725530784896,0.9919941293870133,1,Smaller mixed-economy counties
29011,"Barton County, MO",Low,1,Smaller mixed-economy counties,0.9953701396663388,0.992517743197606,0,High-wage investment-income counties
29013,"Bates County, MO",Very Low,1,Smaller mixed-economy counties,0.8078658855647054,0.6170443162934188,4,Larger average-economy counties
29015,"Benton County, MO",Low,1,Smaller mixed-economy counties,0.8702738992682396,0.7571934293178404,0,High-wage investment-income counties
29017,"Bollinger County, MO",Very Low,1,Smaller mixed-economy counties,0.9995485894071142,0.9991604044905275,0,High-wage investment-income counties
29019,"Boone County, MO",Moderate,3,Large high-wage metro counties,0.9998546542678757,0.999761257650973,0,High-wage investment-income counties
29021,"Buchanan County, MO",Low,3,Large high-wage metro counties,0.8929046427960637,0.7885360065234261,4,Larger average-economy counties
29023,"Butler County, MO",Moderate,4,Larger average-economy counties,0.9476321221423686,0.8955072768616441,1,Smaller mixed-economy counties
29025,"Caldwell County, MO",Very Low,1,Smaller mixed-economy counties,0.8816456885757515,0.7637293810173866,4,Larger average-economy counties
29027,"Callaway County, MO",Low,4,Larger average-economy counties,0.9896898915400925,0.9797266900936736,3,Large high-wage metro counties
29029,"Camden County, MO",Moderate,4,Larger average-economy counties,0.939508166014069,0.8979653664163901,1,Smaller mixed-economy counties
29031,"Cape Girardeau County, MO",Moderate,3,Large high-wage metro counties,0.9945299049669214,0.9893096998638605,4,Larger average-economy counties
29033,"Carroll County, MO",Very Low,1,Smaller mixed-economy counties,0.9998006828383581,0.9996282646146538,0,High-wage investment-income counties
29035,"Carter County, MO",Low,1,Smaller mixed-economy counties,0.9819123764339884,0.9681455506137205,0,High-wage investment-income counties
29037,"Cass County, MO",Low,4,Larger average-economy counties,0.9644908065566861,0.9328304398465664,3,Large high-wage metro counties
29039,"Cedar County, MO",Very Low,1,Smaller mixed-economy counties,0.9875252839660461,0.9785705762923638,4,Larger average-economy counties
29041,"Chariton County, MO",Very Low,1,Smaller mixed-economy counties,0.9850342736305326,0.9705220196316477,4,Larger average-economy counties
29043,"Christian County, MO",Low,3,Large high-wage metro counties,0.999427741454763,0.9991305746427603,0,High-wage investment-income counties
29045,"Clark County, MO",Very Low,1,Smaller mixed-economy counties,0.9571558726756269,0.9226954598384302,4,Larger average-economy counties
29047,"Clay County, MO",Moderate,3,Large high-wage metro counties,0.9997591212514234,0.9996038484789148,0,High-wage investment-income counties
29049,"Clinton County, MO",Low,1,Smaller mixed-economy counties,0.9946922028626898,0.9901162675318437,4,Larger average-economy counties
29051,"Cole County, MO",Low,3,Large high-wage metro counties,0.9460377581607102,0.8929359918025858,4,Larger average-economy counties
29053,"Cooper County, MO",Very Low,1,Smaller mixed-economy counties,0.9029835613446271,0.8076870605285016,4,Larger average-economy counties
29055,"Crawford County, MO",Low,1,Smaller mixed-economy counties,0.9995942055099748,0.9992732559110781,0,High-wage investment-income counties
29057,"Dade County, MO",Very Low,1,Smaller mixed-economy counties,0.9965723441982713,0.9934670738737259,0,High-wage investment-income counties
29059,"Dallas County, MO",Very Low,4,Larger average-economy counties,0.9933698238910436,0.9876921388721396,1,Smaller mixed-economy counties
29061,"Daviess County, MO",Very Low,1,Smaller mixed-economy counties,0.7304461971753297,0.4730442440750185,4,Larger average-economy counties
29063,"DeKalb County, MO",Very Low,1,Smaller mixed-economy counties,0.726988259161085,0.49632717432272144,0,High-wage investment-income counties
29065,"Dent County, MO",Low,1,Smaller mixed-economy counties,0.9993781271763581,0.9988255124920035,0,High-wage investment-income counties
29067,"Douglas County, MO",Very Low,1,Smaller mixed-economy counties,0.99975060551345,0.9995351073203997,0,High-wage investment-income counties
29069,"Dunklin County, MO",Low,1,Smaller mixed-economy counties,0.8765128901307384,0.755192519092995,4,Larger average-economy counties
29071,"Franklin County, MO",Moderate,4,Larger average-economy counties,0.9858515343446802,0.9720199747429631,3,Large high-wage metro counties
29073,"Gasconade County, MO",Very Low,1,Smaller mixed-economy counties,0.9995425987989595,0.9992173457062314,4,Larger average-economy counties
