fips,county_name,state,nri_risk_rating,incident_count,migration_trend_profile,migration_trend_profile_label,assignment_confidence,assignment_margin,second_best_profile,second_best_profile_label
36025,Delaware County,NY,Moderate,5,0,Strong post-incident migration gain counties,0.8297112112210574,0.6629081027313243,1,Spike-and-fade migration counties
36027,Dutchess County,NY,Moderate,5,3,Gradual post-incident migration gain counties,0.967663888099994,0.9355643359388104,0,Strong post-incident migration gain counties
36029,Erie County,NY,High,5,3,Gradual post-incident migration gain counties,0.9998826399206244,0.9998119400426089,0,Strong post-incident migration gain counties
36031,Essex County,NY,Low,4,0,Strong post-incident migration gain counties,0.7373086761738985,0.49290270140244763,3,Gradual post-incident migration gain counties
36033,Franklin County,NY,Low,2,2,Volatile migration counties,0.9999645309021384,0.9999290618042764,1,Spike-and-fade migration counties
36035,Fulton County,NY,Low,2,0,Strong post-incident migration gain counties,0.9251784820099732,0.8816684886658426,3,Gradual post-incident migration gain counties
36037,Genesee County,NY,Low,4,1,Spike-and-fade migration counties,0.8217323311051907,0.6504125661143244,0,Strong post-incident migration gain counties
36039,Greene County,NY,Low,2,1,Spike-and-fade migration counties,0.8800391441901513,0.7813492925381573,0,Strong post-incident migration gain counties
36041,Hamilton County,NY,Very Low,3,1,Spike-and-fade migration counties,0.9860517392729323,0.9721066375427446,2,Volatile migration counties
36043,Herkimer County,NY,Low,4,3,Gradual post-incident migration gain counties,0.9024966379296269,0.8062502915118701,0,Strong post-incident migration gain counties
36045,Jefferson County,NY,Low,4,2,Volatile migration counties,0.9999999999700098,0.9999999999400191,1,Spike-and-fade migration counties
36047,Kings County,NY,High,4,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
36049,Lewis County,NY,Very Low,5,0,Strong post-incident migration gain counties,0.5495183768449091,0.10591421898137376,3,Gradual post-incident migration gain counties
36051,Livingston County,NY,Low,1,0,Strong post-incident migration gain counties,0.7497187957624403,0.5400533670518174,3,Gradual post-incident migration gain counties
36053,Madison County,NY,Low,3,0,Strong post-incident migration gain counties,0.6752963735215965,0.4023699092506768,3,Gradual post-incident migration gain counties
36055,Monroe County,NY,Moderate,1,3,Gradual post-incident migration gain counties,0.9239937000814302,0.8489186964501745,0,Strong post-incident migration gain counties
36057,Montgomery County,NY,Low,4,3,Gradual post-incident migration gain counties,0.531756092872605,0.06820601146283845,0,Strong post-incident migration gain counties
36059,Nassau County,NY,High,5,3,Gradual post-incident migration gain counties,0.9976432363322603,0.9953234595733471,0,Strong post-incident migration gain counties
36061,New York County,NY,High,3,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
36063,Niagara County,NY,Moderate,4,3,Gradual post-incident migration gain counties,0.9997502566279785,0.9995237556713396,0,Strong post-incident migration gain counties
36065,Oneida County,NY,Moderate,5,3,Gradual post-incident migration gain counties,0.9997005937159412,0.9994437727081337,0,Strong post-incident migration gain counties
36067,Onondaga County,NY,Moderate,1,3,Gradual post-incident migration gain counties,0.7614308408049809,0.5255546704277276,0,Strong post-incident migration gain counties
36069,Ontario County,NY,Low,2,3,Gradual post-incident migration gain counties,0.9997806871740864,0.9995964501905792,0,Strong post-incident migration gain counties
36071,Orange County,NY,Moderate,4,0,Strong post-incident migration gain counties,0.6440390831019835,0.31053491870419836,3,Gradual post-incident migration gain counties
36073,Orleans County,NY,Very Low,3,0,Strong post-incident migration gain counties,0.7866507110423973,0.6552899435531782,1,Spike-and-fade migration counties
36075,Oswego County,NY,Low,3,0,Strong post-incident migration gain counties,0.7722056401791928,0.5463196228158775,3,Gradual post-incident migration gain counties
36077,Otsego County,NY,Low,5,0,Strong post-incident migration gain counties,0.7984340874808407,0.6057291596042735,1,Spike-and-fade migration counties
36079,Putnam County,NY,Very Low,5,0,Strong post-incident migration gain counties,0.5180947221615524,0.07113732625516628,3,Gradual post-incident migration gain counties
36081,Queens County,NY,High,4,2,Volatile migration counties,0.999201126708504,0.998402260696255,0,Strong post-incident migration gain counties
36083,Rensselaer County,NY,Moderate,2,3,Gradual post-incident migration gain counties,0.9574883750783275,0.9151469957146219,0,Strong post-incident migration gain counties
36085,Richmond County,NY,Moderate,4,3,Gradual post-incident migration gain counties,0.5371400165608771,0.07523266653482957,0,Strong post-incident migration gain counties
36087,Rockland County,NY,Moderate,5,0,Strong post-incident migration gain counties,0.8867562197935382,0.8141377394273537,1,Spike-and-fade migration counties
36089,St. Lawrence County,NY,Low,4,3,Gradual post-incident migration gain counties,0.9995971299963943,0.9993273870934004,0,Strong post-incident migration gain counties
36091,Saratoga County,NY,Low,3,0,Strong post-incident migration gain counties,0.6825938029797343,0.3874825805643441,3,Gradual post-incident migration gain counties
36093,Schenectady County,NY,Low,2,0,Strong post-incident migration gain counties,0.8739369150262934,0.7487855432880628,1,Spike-and-fade migration counties
36095,Schoharie County,NY,Very Low,2,0,Strong post-incident migration gain counties,0.8892193874427498,0.7801266759054872,1,Spike-and-fade migration counties
36097,Schuyler County,NY,Very Low,1,0,Strong post-incident migration gain counties,0.5608446614084448,0.14010459561173494,1,Spike-and-fade migration counties
36099,Seneca County,NY,Very Low,1,1,Spike-and-fade migration counties,0.9803691788371859,0.9664638319156315,0,Strong post-incident migration gain counties
36101,Steuben County,NY,Low,2,3,Gradual post-incident migration gain counties,0.9988230694314517,0.9982268250281674,0,Strong post-incident migration gain counties
36103,Suffolk County,NY,High,7,0,Strong post-incident migration gain counties,0.6697587966091566,0.3465257161804036,3,Gradual post-incident migration gain counties
36105,Sullivan County,NY,Low,4,0,Strong post-incident migration gain counties,0.8334274754628452,0.668405405988522,1,Spike-and-fade migration counties
36107,Tioga County,NY,Low,4,3,Gradual post-incident migration gain counties,0.7708438840935025,0.5430337566345926,0,Strong post-incident migration gain counties
36109,Tompkins County,NY,Low,1,3,Gradual post-incident migration gain counties,0.986097058084187,0.9726315513497268,0,Strong post-incident migration gain counties
36111,Ulster County,NY,Moderate,4,0,Strong post-incident migration gain counties,0.9111158172824713,0.8287993303879587,1,Spike-and-fade migration counties
36113,Warren County,NY,Low,2,3,Gradual post-incident migration gain counties,0.5249747449398093,0.06081583578348926,0,Strong post-incident migration gain counties
36117,Wayne County,NY,Low,1,3,Gradual post-incident migration gain counties,0.9979620472129863,0.995970940133939,0,Strong post-incident migration gain counties
36119,Westchester County,NY,High,5,3,Gradual post-incident migration gain counties,0.8905045321945845,0.7813227625716608,0,Strong post-incident migration gain counties
36121,Wyoming County,NY,Very Low,2,3,Gradual post-incident migration gain counties,0.5111588355809216,0.027569818303057325,0,Strong post-incident migration gain counties
36123,Yates County,NY,Low,2,3,Gradual post-incident migration gain counties,0.7843830136663644,0.5735836117298172,0,Strong post-incident migration gain counties
37001,Alamance County,NC,Low,14,3,Gradual post-incident migration gain counties,0.9988883611332854,0.9977774554447966,2,Volatile migration counties
37003,Alexander County,NC,Low,10,3,Gradual post-incident migration gain counties,0.99971667133722,0.9994337885021571,2,Volatile migration counties
37005,Alleghany County,NC,Very Low,10,3,Gradual post-incident migration gain counties,0.9973989944184347,0.9949266446694925,0,Strong post-incident migration gain counties
37007,Anson County,NC,Low,11,0,Strong post-incident migration gain counties,0.896548665373925,0.8362833847282316,1,Spike-and-fade migration counties
37009,Ashe County,NC,Low,12,3,Gradual post-incident migration gain counties,0.9874168446576094,0.9750074402266452,0,Strong post-incident migration gain counties
37011,Avery County,NC,Low,9,3,Gradual post-incident migration gain counties,0.9916434642110751,0.983362068609429,0,Strong post-incident migration gain counties
37013,Beaufort County,NC,Moderate,16,3,Gradual post-incident migration gain counties,0.9995898621790886,0.999202488245488,0,Strong post-incident migration gain counties
37015,Bertie County,NC,Low,10,0,Strong post-incident migration gain counties,0.9153895405967218,0.8691474795045218,1,Spike-and-fade migration counties
37017,Bladen County,NC,Moderate,12,0,Strong post-incident migration gain counties,0.9846534132498896,0.9745422996597172,3,Gradual post-incident migration gain counties
37019,Brunswick County,NC,High,16,2,Volatile migration counties,0.9996130384714004,0.9992534562690414,0,Strong post-incident migration gain counties
37021,Buncombe County,NC,Moderate,13,2,Volatile migration counties,0.9999999999999858,0.999999999999971,3,Gradual post-incident migration gain counties
37023,Burke County,NC,Low,5,3,Gradual post-incident migration gain counties,0.7388040072831408,0.4781204265767613,0,Strong post-incident migration gain counties
37025,Cabarrus County,NC,Moderate,9,3,Gradual post-incident migration gain counties,0.9850131716714425,0.9752856053619982,0,Strong post-incident migration gain counties
37027,Caldwell County,NC,Low,9,2,Volatile migration counties,0.9999999999999698,0.9999999999999392,3,Gradual post-incident migration gain counties
37029,Camden County,NC,Very Low,9,0,Strong post-incident migration gain counties,0.9921266263229211,0.9857145631159353,1,Spike-and-fade migration counties
37031,Carteret County,NC,Moderate,15,3,Gradual post-incident migration gain counties,0.867597174407086,0.735559938020671,0,Strong post-incident migration gain counties
37033,Caswell County,NC,Very Low,11,0,Strong post-incident migration gain counties,0.5455986958888626,0.10425238722613711,3,Gradual post-incident migration gain counties
37035,Catawba County,NC,Low,11,3,Gradual post-incident migration gain counties,0.9972409934567253,0.9945160522540604,0,Strong post-incident migration gain counties
37037,Chatham County,NC,Low,14,3,Gradual post-incident migration gain counties,0.9996607330652921,0.9994012234231833,2,Volatile migration counties
37039,Cherokee County,NC,Low,11,3,Gradual post-incident migration gain counties,0.9921456606704249,0.9846447470367338,0,Strong post-incident migration gain counties
37041,Chowan County,NC,Very Low,10,0,Strong post-incident migration gain counties,0.9758547185431156,0.9526376706354345,3,Gradual post-incident migration gain counties
37043,Clay County,NC,Very Low,10,3,Gradual post-incident migration gain counties,0.9796584212024816,0.9599500441937339,0,Strong post-incident migration gain counties
37045,Cleveland County,NC,Low,2,0,Strong post-incident migration gain counties,0.5907429387867479,0.21186273393285382,3,Gradual post-incident migration gain counties
37047,Columbus County,NC,Moderate,15,3,Gradual post-incident migration gain counties,0.9999234637953902,0.9998831915540243,2,Volatile migration counties
37049,Craven County,NC,Moderate,15,3,Gradual post-incident migration gain counties,0.9734525204123626,0.9470158792271435,0,Strong post-incident migration gain counties
37051,Cumberland County,NC,Moderate,13,3,Gradual post-incident migration gain counties,0.9932396432362433,0.9866577267101817,0,Strong post-incident migration gain counties
37053,Currituck County,NC,Very Low,11,0,Strong post-incident migration gain counties,0.993454293077435,0.9901741001018354,2,Volatile migration counties
37055,Dare County,NC,Moderate,13,3,Gradual post-incident migration gain counties,0.6502048446675379,0.305589617843727,0,Strong post-incident migration gain counties
37057,Davidson County,NC,Moderate,13,3,Gradual post-incident migration gain counties,0.8394437406227221,0.6794027820762586,0,Strong post-incident migration gain counties
37059,Davie County,NC,Very Low,12,0,Strong post-incident migration gain counties,0.9525200871460289,0.9099064538538989,3,Gradual post-incident migration gain counties
37061,Duplin County,NC,Moderate,15,0,Strong post-incident migration gain counties,0.7397199493969645,0.48138016829658686,3,Gradual post-incident migration gain counties
37063,Durham County,NC,Moderate,12,3,Gradual post-incident migration gain counties,0.9997862404624824,0.9995945800911769,2,Volatile migration counties
37065,Edgecombe County,NC,Low,12,0,Strong post-incident migration gain counties,0.8208711038911778,0.6510310749687686,3,Gradual post-incident migration gain counties
37067,Forsyth County,NC,Moderate,10,2,Volatile migration counties,0.9999999999999307,0.9999999999998614,3,Gradual post-incident migration gain counties
37069,Franklin County,NC,Low,12,0,Strong post-incident migration gain counties,0.9511904937636623,0.90483825187539,1,Spike-and-fade migration counties
37071,Gaston County,NC,Moderate,9,3,Gradual post-incident migration gain counties,0.9990782204471307,0.998331578174915,0,Strong post-incident migration gain counties
37073,Gates County,NC,Very Low,8,3,Gradual post-incident migration gain counties,0.9998510319970961,0.9997589647915079,0,Strong post-incident migration gain counties
37075,Graham County,NC,Very Low,3,0,Strong post-incident migration gain counties,0.9977990852841814,0.9967772431277707,2,Volatile migration counties
37077,Granville County,NC,Low,14,2,Volatile migration counties,0.9999999999997904,0.9999999999995813,3,Gradual post-incident migration gain counties
37079,Greene County,NC,Low,6,0,Strong post-incident migration gain counties,0.5505689442325837,0.10430205539088677,1,Spike-and-fade migration counties
37081,Guilford County,NC,Moderate,11,3,Gradual post-incident migration gain counties,0.9997214417944675,0.9994451801870999,2,Volatile migration counties
37083,Halifax County,NC,Low,8,3,Gradual post-incident migration gain counties,0.5267494839390777,0.05584980483472335,0,Strong post-incident migration gain counties
37085,Harnett County,NC,Low,13,3,Gradual post-incident migration gain counties,0.9979704698038209,0.9960295243143051,0,Strong post-incident migration gain counties
37087,Haywood County,NC,Low,9,3,Gradual post-incident migration gain counties,0.8063260215390172,0.6207021227392473,0,Strong post-incident migration gain counties
37089,Henderson County,NC,Moderate,9,3,Gradual post-incident migration gain counties,0.9847381366604055,0.9701633923052251,0,Strong post-incident migration gain counties
37091,Hertford County,NC,Low,6,0,Strong post-incident migration gain counties,0.5981361214657218,0.3628472495813674,1,Spike-and-fade migration counties
37093,Hoke County,NC,Low,14,0,Strong post-incident migration gain counties,0.8912477951115864,0.8279457449033785,1,Spike-and-fade migration counties
37095,Hyde County,NC,Low,3,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
37097,Iredell County,NC,Low,10,0,Strong post-incident migration gain counties,0.919616530215146,0.8442898037024065,3,Gradual post-incident migration gain counties
37099,Jackson County,NC,Low,9,1,Spike-and-fade migration counties,0.5648509335490297,0.15420614334428256,0,Strong post-incident migration gain counties
37101,Johnston County,NC,Moderate,13,0,Strong post-incident migration gain counties,0.885484798604634,0.7800855014067836,3,Gradual post-incident migration gain counties
37103,Jones County,NC,Low,12,0,Strong post-incident migration gain counties,0.9949729629806064,0.9919181173594509,1,Spike-and-fade migration counties
37105,Lee County,NC,Low,13,0,Strong post-incident migration gain counties,0.7343191709464961,0.4700538037916903,3,Gradual post-incident migration gain counties
37107,Lenoir County,NC,Moderate,15,0,Strong post-incident migration gain counties,0.6939189556357999,0.3937933121559364,3,Gradual post-incident migration gain counties
37109,Lincoln County,NC,Low,8,0,Strong post-incident migration gain counties,0.9070750658020453,0.8177184139073848,1,Spike-and-fade migration counties
37111,McDowell County,NC,Low,10,3,Gradual post-incident migration gain counties,0.9152289917682034,0.830968168949206,0,Strong post-incident migration gain counties
37113,Macon County,NC,Low,10,3,Gradual post-incident migration gain counties,0.9886991151130246,0.977542482654755,0,Strong post-incident migration gain counties
37115,Madison County,NC,Very Low,11,0,Strong post-incident migration gain counties,0.985965723357284,0.9769278386473693,3,Gradual post-incident migration gain counties
37117,Martin County,NC,Low,12,3,Gradual post-incident migration gain counties,0.9903975132476508,0.9808474361008304,0,Strong post-incident migration gain counties
37119,Mecklenburg County,NC,High,8,3,Gradual post-incident migration gain counties,0.9969176920562952,0.993972367444115,0,Strong post-incident migration gain counties
37121,Mitchell County,NC,Very Low,10,3,Gradual post-incident migration gain counties,0.5853980679143356,0.17146150873015464,0,Strong post-incident migration gain counties
37123,Montgomery County,NC,Low,14,0,Strong post-incident migration gain counties,0.9196115130228015,0.8530746608767776,1,Spike-and-fade migration counties
37125,Moore County,NC,Low,13,3,Gradual post-incident migration gain counties,0.6019617124288517,0.20863632808072569,0,Strong post-incident migration gain counties
37127,Nash County,NC,Low,12,3,Gradual post-incident migration gain counties,0.8318724986784115,0.6641810173926195,0,Strong post-incident migration gain counties
37129,New Hanover County,NC,High,13,3,Gradual post-incident migration gain counties,0.997889948557121,0.9964408809007053,0,Strong post-incident migration gain counties
37133,Onslow County,NC,High,15,1,Spike-and-fade migration counties,0.7455647682046621,0.49397599760296823,0,Strong post-incident migration gain counties
37135,Orange County,NC,Low,14,0,Strong post-incident migration gain counties,0.719892175258484,0.4466889123589515,1,Spike-and-fade migration counties
37137,Pamlico County,NC,Low,15,0,Strong post-incident migration gain counties,0.9566367623541888,0.933481498563584,1,Spike-and-fade migration counties
37139,Pasquotank County,NC,Low,9,3,Gradual post-incident migration gain counties,0.574902248788791,0.15141119464051306,0,Strong post-incident migration gain counties
37141,Pender County,NC,Moderate,14,0,Strong post-incident migration gain counties,0.9804826914262551,0.966023908304021,1,Spike-and-fade migration counties
37143,Perquimans County,NC,Very Low,10,0,Strong post-incident migration gain counties,0.9700756967137352,0.9424853458096911,1,Spike-and-fade migration counties
37145,Person County,NC,Very Low,14,3,Gradual post-incident migration gain counties,0.9833963271104034,0.9668585435524479,0,Strong post-incident migration gain counties
37147,Pitt County,NC,Moderate,15,3,Gradual post-incident migration gain counties,0.9972879754031438,0.9946050817434675,0,Strong post-incident migration gain counties
37149,Polk County,NC,Very Low,10,0,Strong post-incident migration gain counties,0.9962185720845452,0.9940335233417763,2,Volatile migration counties
37151,Randolph County,NC,Low,12,3,Gradual post-incident migration gain counties,0.8596365594635996,0.7196358228959124,0,Strong post-incident migration gain counties
37153,Richmond County,NC,Low,11,3,Gradual post-incident migration gain counties,0.9854017011773755,0.9709046539557172,0,Strong post-incident migration gain counties
37155,Robeson County,NC,Moderate,13,0,Strong post-incident migration gain counties,0.8213186017639891,0.6455434779803422,3,Gradual post-incident migration gain counties
37157,Rockingham County,NC,Low,11,0,Strong post-incident migration gain counties,0.8088352420722926,0.619889270606379,3,Gradual post-incident migration gain counties
37159,Rowan County,NC,Moderate,10,3,Gradual post-incident migration gain counties,0.9916193486785716,0.9832894735928168,0,Strong post-incident migration gain counties
37161,Rutherford County,NC,Low,10,3,Gradual post-incident migration gain counties,0.9698986042779553,0.9399408800201969,0,Strong post-incident migration gain counties
37163,Sampson County,NC,Moderate,15,3,Gradual post-incident migration gain counties,0.8651050431245407,0.7306289557711924,0,Strong post-incident migration gain counties
37165,Scotland County,NC,Low,11,0,Strong post-incident migration gain counties,0.7195126508838243,0.4478283365693947,3,Gradual post-incident migration gain counties
37167,Stanly County,NC,Low,12,3,Gradual post-incident migration gain counties,0.5143406667789502,0.02986310586260771,0,Strong post-incident migration gain counties
37169,Stokes County,NC,Very Low,12,0,Strong post-incident migration gain counties,0.9469997081255506,0.8981597548317986,3,Gradual post-incident migration gain counties
37171,Surry County,NC,Low,10,3,Gradual post-incident migration gain counties,0.9991774176684244,0.9983779034885333,0,Strong post-incident migration gain counties
37173,Swain County,NC,Low,9,1,Spike-and-fade migration counties,0.6434861786209145,0.29259743611668637,0,Strong post-incident migration gain counties
37175,Transylvania County,NC,Low,9,3,Gradual post-incident migration gain counties,0.9977997906149579,0.9959006961987342,0,Strong post-incident migration gain counties
37179,Union County,NC,Moderate,9,3,Gradual post-incident migration gain counties,0.9996324477568655,0.9993899057662351,2,Volatile migration counties
37181,Vance County,NC,Low,12,3,Gradual post-incident migration gain counties,0.9823061585049128,0.9647768601060045,0,Strong post-incident migration gain counties
37183,Wake County,NC,High,12,3,Gradual post-incident migration gain counties,0.9983263243070835,0.9966679936971234,2,Volatile migration counties
37185,Warren County,NC,Low,2,2,Volatile migration counties,0.9994659066910847,0.9989398321554339,1,Spike-and-fade migration counties
37187,Washington County,NC,Low,2,0,Strong post-incident migration gain counties,0.9360271438609478,0.8751562087962248,1,Spike-and-fade migration counties
37189,Watauga County,NC,Low,9,1,Spike-and-fade migration counties,0.9930623775615105,0.9866702032417848,2,Volatile migration counties
37191,Wayne County,NC,Moderate,13,0,Strong post-incident migration gain counties,0.6986131210319917,0.3993070652937064,3,Gradual post-incident migration gain counties
37193,Wilkes County,NC,Moderate,9,3,Gradual post-incident migration gain counties,0.9999052390114921,0.9998341288680791,2,Volatile migration counties
37195,Wilson County,NC,Low,14,3,Gradual post-incident migration gain counties,0.9972308228557545,0.994489246030975,0,Strong post-incident migration gain counties
37197,Yadkin County,NC,Very Low,12,3,Gradual post-incident migration gain counties,0.6779071047763997,0.35703011179010646,0,Strong post-incident migration gain counties
37199,Yancey County,NC,Very Low,11,0,Strong post-incident migration gain counties,0.5126964072496007,0.04210219649399549,3,Gradual post-incident migration gain counties
38003,Barnes County,ND,Low,7,0,Strong post-incident migration gain counties,0.9106565024441299,0.83014375988299,1,Spike-and-fade migration counties
38015,Burleigh County,ND,Moderate,1,2,Volatile migration counties,0.9999983410262393,0.999996682052478,1,Spike-and-fade migration counties
38053,McKenzie County,ND,Very Low,4,2,Volatile migration counties,0.9999999736695958,0.9999999473391932,1,Spike-and-fade migration counties
38055,McLean County,ND,Low,1,0,Strong post-incident migration gain counties,0.8907370483940432,0.7827142233250848,1,Spike-and-fade migration counties
38057,Mercer County,ND,Very Low,2,0,Strong post-incident migration gain counties,0.7732106442384056,0.5476279842476828,3,Gradual post-incident migration gain counties
38059,Morton County,ND,Low,3,3,Gradual post-incident migration gain counties,0.9677634019512045,0.935719741488162,0,Strong post-incident migration gain counties
38077,Richland County,ND,Very Low,5,3,Gradual post-incident migration gain counties,0.8281728894648492,0.6570478679188962,0,Strong post-incident migration gain counties
38089,Stark County,ND,Very Low,1,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
38093,Stutsman County,ND,Low,5,3,Gradual post-incident migration gain counties,0.973996066804537,0.948104380183278,0,Strong post-incident migration gain counties
38097,Traill County,ND,Very Low,2,0,Strong post-incident migration gain counties,0.8193392006588487,0.6459586430140745,3,Gradual post-incident migration gain counties
38101,Ward County,ND,Low,2,2,Volatile migration counties,0.989074572562816,0.9781491451626182,1,Spike-and-fade migration counties
38105,Williams County,ND,Low,3,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
39001,Adams County,OH,Low,2,3,Gradual post-incident migration gain counties,0.999118961057992,0.9982615807094739,0,Strong post-incident migration gain counties
39009,Athens County,OH,Low,1,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
39011,Auglaize County,OH,Very Low,1,0,Strong post-incident migration gain counties,0.6649535624362889,0.4488797988447242,1,Spike-and-fade migration counties
39013,Belmont County,OH,Low,2,0,Strong post-incident migration gain counties,0.7909259459195513,0.5892368719640411,1,Spike-and-fade migration counties
39015,Brown County,OH,Low,2,3,Gradual post-incident migration gain counties,0.9988222812007005,0.9977018107865848,0,Strong post-incident migration gain counties
39029,Columbiana County,OH,Low,2,3,Gradual post-incident migration gain counties,0.9982940282115987,0.996617304130204,0,Strong post-incident migration gain counties
39031,Coshocton County,OH,Low,1,0,Strong post-incident migration gain counties,0.8775408810156362,0.8049539258780498,3,Gradual post-incident migration gain counties
39037,Darke County,OH,Low,1,0,Strong post-incident migration gain counties,0.6622394156385744,0.439787746977998,1,Spike-and-fade migration counties
39057,Greene County,OH,Low,1,1,Spike-and-fade migration counties,0.5936408508037717,0.1899590685553777,0,Strong post-incident migration gain counties
39059,Guernsey County,OH,Very Low,1,3,Gradual post-incident migration gain counties,0.9901846349813836,0.9804611825230031,0,Strong post-incident migration gain counties
39061,Hamilton County,OH,High,1,3,Gradual post-incident migration gain counties,0.5605793146103313,0.15345503488983198,0,Strong post-incident migration gain counties
39067,Harrison County,OH,Very Low,1,0,Strong post-incident migration gain counties,0.9963069352343513,0.9941547277724896,1,Spike-and-fade migration counties
39073,Hocking County,OH,Low,2,0,Strong post-incident migration gain counties,0.9955888831367086,0.9927295591297016,1,Spike-and-fade migration counties
39079,Jackson County,OH,Very Low,2,3,Gradual post-incident migration gain counties,0.553127515580984,0.10924619710927341,0,Strong post-incident migration gain counties
39081,Jefferson County,OH,Low,2,3,Gradual post-incident migration gain counties,0.9982719828684988,0.9965675371464868,0,Strong post-incident migration gain counties
39087,Lawrence County,OH,Low,2,3,Gradual post-incident migration gain counties,0.608694113353599,0.22877671826452134,0,Strong post-incident migration gain counties
39099,Mahoning County,OH,Moderate,1,3,Gradual post-incident migration gain counties,0.5925622536137453,0.1950108317912363,0,Strong post-incident migration gain counties
39107,Mercer County,OH,Very Low,1,1,Spike-and-fade migration counties,0.9224325970697697,0.8476024312033519,0,Strong post-incident migration gain counties
39109,Miami County,OH,Low,1,3,Gradual post-incident migration gain counties,0.9307591770264831,0.8622500341835388,0,Strong post-incident migration gain counties
39113,Montgomery County,OH,Moderate,1,2,Volatile migration counties,0.999999999999968,0.9999999999999366,3,Gradual post-incident migration gain counties
39115,Morgan County,OH,Very Low,1,0,Strong post-incident migration gain counties,0.9876489624786428,0.9786867376664468,1,Spike-and-fade migration counties
39119,Muskingum County,OH,Low,3,3,Gradual post-incident migration gain counties,0.9998999942715033,0.999804943666705,2,Volatile migration counties
39121,Noble County,OH,Very Low,2,3,Gradual post-incident migration gain counties,0.752382681410266,0.5058847346298012,0,Strong post-incident migration gain counties
39127,Perry County,OH,Very Low,3,3,Gradual post-incident migration gain counties,0.9734556069952099,0.9470295312300475,0,Strong post-incident migration gain counties
39129,Pickaway County,OH,Low,1,3,Gradual post-incident migration gain counties,0.6413714217891018,0.2903732724688493,0,Strong post-incident migration gain counties
39131,Pike County,OH,Low,2,3,Gradual post-incident migration gain counties,0.8849628984279517,0.7707545873659856,0,Strong post-incident migration gain counties
39141,Ross County,OH,Low,1,1,Spike-and-fade migration counties,0.9925526219184693,0.986749777814909,0,Strong post-incident migration gain counties
39167,Washington County,OH,Low,2,3,Gradual post-incident migration gain counties,0.9997451234667342,0.9995865115441138,0,Strong post-incident migration gain counties
40001,Adair County,OK,Low,8,0,Strong post-incident migration gain counties,0.9973125488636587,0.9955904681169655,1,Spike-and-fade migration counties
40009,Beckham County,OK,Low,14,0,Strong post-incident migration gain counties,0.7567810249899932,0.5346317655004444,1,Spike-and-fade migration counties
40013,Bryan County,OK,Low,9,3,Gradual post-incident migration gain counties,0.982415414579541,0.9650314546605685,0,Strong post-incident migration gain counties
40015,Caddo County,OK,Low,14,0,Strong post-incident migration gain counties,0.7133416932932357,0.5265476319078392,3,Gradual post-incident migration gain counties
40017,Canadian County,OK,Moderate,13,3,Gradual post-incident migration gain counties,0.762741023075738,0.5283128331066751,0,Strong post-incident migration gain counties
40019,Carter County,OK,Low,8,3,Gradual post-incident migration gain counties,0.9999000978019282,0.9998199252102538,0,Strong post-incident migration gain counties
40021,Cherokee County,OK,Low,13,3,Gradual post-incident migration gain counties,0.9424417434705283,0.8850963572566715,0,Strong post-incident migration gain counties
40023,Choctaw County,OK,Low,2,2,Volatile migration counties,0.9999999999999964,0.9999999999999946,1,Spike-and-fade migration counties
40027,Cleveland County,OK,Moderate,12,3,Gradual post-incident migration gain counties,0.9829262210229194,0.9661022771621539,0,Strong post-incident migration gain counties
40031,Comanche County,OK,Moderate,12,3,Gradual post-incident migration gain counties,0.5533127107811501,0.1086354196294459,0,Strong post-incident migration gain counties
40035,Craig County,OK,Low,2,0,Strong post-incident migration gain counties,0.9570409380147751,0.916805473952917,2,Volatile migration counties
40037,Creek County,OK,Moderate,11,3,Gradual post-incident migration gain counties,0.9348213874515643,0.8698171905037267,0,Strong post-incident migration gain counties
40039,Custer County,OK,Low,14,1,Spike-and-fade migration counties,0.5369108428662507,0.07732245996756876,0,Strong post-incident migration gain counties
40041,Delaware County,OK,Moderate,13,3,Gradual post-incident migration gain counties,0.9554974300028551,0.9114245475467341,0,Strong post-incident migration gain counties
40047,Garfield County,OK,Moderate,9,0,Strong post-incident migration gain counties,0.6197959220172885,0.24338803444608859,3,Gradual post-incident migration gain counties
40049,Garvin County,OK,Low,9,3,Gradual post-incident migration gain counties,0.9998151363620086,0.999661956696175,0,Strong post-incident migration gain counties
40051,Grady County,OK,Low,13,3,Gradual post-incident migration gain counties,0.9907941427575823,0.9817003913109804,0,Strong post-incident migration gain counties
40055,Greer County,OK,Very Low,4,2,Volatile migration counties,0.9999998082035322,0.9999996164070649,1,Spike-and-fade migration counties
40061,Haskell County,OK,Very Low,4,0,Strong post-incident migration gain counties,0.778060522864748,0.5570039767287652,1,Spike-and-fade migration counties
40063,Hughes County,OK,Very Low,5,0,Strong post-incident migration gain counties,0.9873833307909599,0.9763889234031398,1,Spike-and-fade migration counties
40065,Jackson County,OK,Moderate,12,0,Strong post-incident migration gain counties,0.9096559305209491,0.8620959166608997,3,Gradual post-incident migration gain counties
