fips,county_name,state,state_long,msa_code,msa_name,msa_type,csa_code,csa_name
29219,Warren County,MO,Missouri,C4118,"St. Louis, MO-IL",Metro,CS476,"St. Louis-St. Charles-Farmington, MO-IL"
29221,Washington County,MO,Missouri,,,,,
29223,Wayne County,MO,Missouri,,,,,
29225,Webster County,MO,Missouri,C4418,"Springfield, MO",Metro,CS520,"Springfield-Branson, MO"
29227,Worth County,MO,Missouri,,,,,
29229,Wright County,MO,Missouri,,,,,
29510,St. Louis City,MO,Missouri,C4118,"St. Louis, MO-IL",Metro,CS476,"St. Louis-St. Charles-Farmington, MO-IL"
30001,Beaverhead County,MT,Montana,,,,,
30003,Big Horn County,MT,Montana,,,,,
30005,Blaine County,MT,Montana,,,,,
30007,Broadwater County,MT,Montana,,,,,
30009,Carbon County,MT,Montana,C1374,"Billings, MT",Metro,,
30011,Carter County,MT,Montana,,,,,
30013,Cascade County,MT,Montana,C2450,"Great Falls, MT",Metro,,
30015,Chouteau County,MT,Montana,,,,,
30017,Custer County,MT,Montana,,,,,
30019,Daniels County,MT,Montana,,,,,
30021,Dawson County,MT,Montana,,,,,
30023,Deer Lodge County,MT,Montana,,,,,
30025,Fallon County,MT,Montana,,,,,
30027,Fergus County,MT,Montana,,,,,
30029,Flathead County,MT,Montana,C2806,"Kalispell, MT",Micro,,
30031,Gallatin County,MT,Montana,C1458,"Bozeman, MT",Micro,,
30033,Garfield County,MT,Montana,,,,,
30035,Glacier County,MT,Montana,,,,,
30037,Golden Valley County,MT,Montana,C1374,"Billings, MT",Metro,,
30039,Granite County,MT,Montana,,,,,
30041,Hill County,MT,Montana,,,,,
30043,Jefferson County,MT,Montana,C2574,"Helena, MT",Micro,,
30045,Judith Basin County,MT,Montana,,,,,
30047,Lake County,MT,Montana,,,,,
30049,Lewis and Clark County,MT,Montana,C2574,"Helena, MT",Micro,,
30051,Liberty County,MT,Montana,,,,,
30053,Lincoln County,MT,Montana,,,,,
30055,McCone County,MT,Montana,,,,,
30057,Madison County,MT,Montana,,,,,
30059,Meagher County,MT,Montana,,,,,
30061,Mineral County,MT,Montana,,,,,
30063,Missoula County,MT,Montana,C3354,"Missoula, MT",Metro,,
30065,Musselshell County,MT,Montana,,,,,
30067,Park County,MT,Montana,,,,,
30069,Petroleum County,MT,Montana,,,,,
30071,Phillips County,MT,Montana,,,,,
30073,Pondera County,MT,Montana,,,,,
30075,Powder River County,MT,Montana,,,,,
30077,Powell County,MT,Montana,,,,,
30079,Prairie County,MT,Montana,,,,,
30081,Ravalli County,MT,Montana,,,,,
30083,Richland County,MT,Montana,,,,,
30085,Roosevelt County,MT,Montana,,,,,
30087,Rosebud County,MT,Montana,,,,,
30089,Sanders County,MT,Montana,,,,,
30091,Sheridan County,MT,Montana,,,,,
30093,Silver Bow County,MT,Montana,C1558,"Butte-Silver Bow, MT",Micro,,
30095,Stillwater County,MT,Montana,,,,,
30097,Sweet Grass County,MT,Montana,,,,,
30099,Teton County,MT,Montana,,,,,
30101,Toole County,MT,Montana,,,,,
30103,Treasure County,MT,Montana,,,,,
30105,Valley County,MT,Montana,,,,,
30107,Wheatland County,MT,Montana,,,,,
30109,Wibaux County,MT,Montana,,,,,
30111,Yellowstone County,MT,Montana,C1374,"Billings, MT",Metro,,
31001,Adams County,NE,Nebraska,C2558,"Hastings, NE",Micro,,
31003,Antelope County,NE,Nebraska,,,,,
31005,Arthur County,NE,Nebraska,,,,,
31007,Banner County,NE,Nebraska,C4242,"Scottsbluff, NE",Micro,,
31009,Blaine County,NE,Nebraska,,,,,
31011,Boone County,NE,Nebraska,,,,,
31013,Box Butte County,NE,Nebraska,,,,,
31015,Boyd County,NE,Nebraska,,,,,
31017,Brown County,NE,Nebraska,,,,,
31019,Buffalo County,NE,Nebraska,C2826,"Kearney, NE",Micro,,
31021,Burt County,NE,Nebraska,,,,,
31023,Butler County,NE,Nebraska,,,,,
31025,Cass County,NE,Nebraska,C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31027,Cedar County,NE,Nebraska,,,,,
31029,Chase County,NE,Nebraska,,,,,
31031,Cherry County,NE,Nebraska,,,,,
31033,Cheyenne County,NE,Nebraska,,,,,
31035,Clay County,NE,Nebraska,,,,,
31037,Colfax County,NE,Nebraska,,,,,
31039,Cuming County,NE,Nebraska,,,,,
31041,Custer County,NE,Nebraska,,,,,
31043,Dakota County,NE,Nebraska,C4358,"Sioux City, IA-NE-SD",Metro,CS512,"Sioux City-Vermillion, IA-SD-NE"
31045,Dawes County,NE,Nebraska,,,,,
31047,Dawson County,NE,Nebraska,C3042,"Lexington, NE",Micro,,
31049,Deuel County,NE,Nebraska,,,,,
31051,Dixon County,NE,Nebraska,C4358,"Sioux City, IA-NE-SD",Metro,CS512,"Sioux City-Vermillion, IA-SD-NE"
31053,Dodge County,NE,Nebraska,C2334,"Fremont, NE",Micro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31055,Douglas County,NE,Nebraska,C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31057,Dundy County,NE,Nebraska,,,,,
31059,Fillmore County,NE,Nebraska,,,,,
31061,Franklin County,NE,Nebraska,,,,,
31063,Frontier County,NE,Nebraska,,,,,
31065,Furnas County,NE,Nebraska,,,,,
31067,Gage County,NE,Nebraska,C1310,"Beatrice, NE",Micro,CS339,"Lincoln-Beatrice, NE"
31069,Garden County,NE,Nebraska,,,,,
31071,Garfield County,NE,Nebraska,,,,,
31073,Gosper County,NE,Nebraska,C3042,"Lexington, NE",Micro,,
31075,Grant County,NE,Nebraska,,,,,
31077,Greeley County,NE,Nebraska,,,,,
31079,Hall County,NE,Nebraska,C2426,"Grand Island, NE",Metro,,
31081,Hamilton County,NE,Nebraska,C2426,"Grand Island, NE",Metro,,
31083,Harlan County,NE,Nebraska,,,,,
31085,Hayes County,NE,Nebraska,,,,,
31087,Hitchcock County,NE,Nebraska,,,,,
31089,Holt County,NE,Nebraska,,,,,
31091,Hooker County,NE,Nebraska,,,,,
31093,Howard County,NE,Nebraska,C2426,"Grand Island, NE",Metro,,
31095,Jefferson County,NE,Nebraska,,,,,
31097,Johnson County,NE,Nebraska,,,,,
31099,Kearney County,NE,Nebraska,C2826,"Kearney, NE",Micro,,
31101,Keith County,NE,Nebraska,,,,,
31103,Keya Paha County,NE,Nebraska,,,,,
31105,Kimball County,NE,Nebraska,,,,,
31107,Knox County,NE,Nebraska,,,,,
31109,Lancaster County,NE,Nebraska,C3070,"Lincoln, NE",Metro,CS339,"Lincoln-Beatrice, NE"
31111,Lincoln County,NE,Nebraska,C3582,"North Platte, NE",Micro,,
31113,Logan County,NE,Nebraska,C3582,"North Platte, NE",Micro,,
31115,Loup County,NE,Nebraska,,,,,
31117,McPherson County,NE,Nebraska,C3582,"North Platte, NE",Micro,,
31119,Madison County,NE,Nebraska,C3574,"Norfolk, NE",Micro,,
31121,Merrick County,NE,Nebraska,C2426,"Grand Island, NE",Metro,,
31123,Morrill County,NE,Nebraska,,,,,
31125,Nance County,NE,Nebraska,,,,,
31127,Nemaha County,NE,Nebraska,,,,,
31129,Nuckolls County,NE,Nebraska,,,,,
31131,Otoe County,NE,Nebraska,,,,,
31133,Pawnee County,NE,Nebraska,,,,,
31135,Perkins County,NE,Nebraska,,,,,
31137,Phelps County,NE,Nebraska,,,,,
31139,Pierce County,NE,Nebraska,C3574,"Norfolk, NE",Micro,,
31141,Platte County,NE,Nebraska,C1810,"Columbus, NE",Micro,,
31143,Polk County,NE,Nebraska,,,,,
31145,Red Willow County,NE,Nebraska,,,,,
31147,Richardson County,NE,Nebraska,,,,,
31149,Rock County,NE,Nebraska,,,,,
31151,Saline County,NE,Nebraska,,,,,
31153,Sarpy County,NE,Nebraska,C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31155,Saunders County,NE,Nebraska,C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31157,Scotts Bluff County,NE,Nebraska,C4242,"Scottsbluff, NE",Micro,,
31159,Seward County,NE,Nebraska,C3070,"Lincoln, NE",Metro,CS339,"Lincoln-Beatrice, NE"
31161,Sheridan County,NE,Nebraska,,,,,
31163,Sherman County,NE,Nebraska,,,,,
31165,Sioux County,NE,Nebraska,C4242,"Scottsbluff, NE",Micro,,
31167,Stanton County,NE,Nebraska,C3574,"Norfolk, NE",Micro,,
31169,Thayer County,NE,Nebraska,,,,,
31171,Thomas County,NE,Nebraska,,,,,
31173,Thurston County,NE,Nebraska,,,,,
31175,Valley County,NE,Nebraska,,,,,
31177,Washington County,NE,Nebraska,C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31179,Wayne County,NE,Nebraska,,,,,
31181,Webster County,NE,Nebraska,,,,,
31183,Wheeler County,NE,Nebraska,,,,,
31185,York County,NE,Nebraska,,,,,
32001,Churchill County,NV,Nevada,C2198,"Fallon, NV",Micro,,
32003,Clark County,NV,Nevada,C2982,"Las Vegas-Henderson-Paradise, NV",Metro,CS332,"Las Vegas-Henderson, NV-AZ"
32005,Douglas County,NV,Nevada,C2382,"Gardnerville Ranchos, NV",Micro,CS456,"Reno-Carson City-Fernley, NV"
32007,Elko County,NV,Nevada,C2122,"Elko, NV",Micro,,
32009,Esmeralda County,NV,Nevada,,,,,
32011,Eureka County,NV,Nevada,C2122,"Elko, NV",Micro,,
32013,Humboldt County,NV,Nevada,C4908,"Winnemucca, NV",Micro,,
32015,Lander County,NV,Nevada,,,,,
32017,Lincoln County,NV,Nevada,,,,,
32019,Lyon County,NV,Nevada,C2228,"Fernley, NV",Micro,CS456,"Reno-Carson City-Fernley, NV"
32021,Mineral County,NV,Nevada,,,,,
32023,Nye County,NV,Nevada,C3722,"Pahrump, NV",Micro,CS332,"Las Vegas-Henderson, NV-AZ"
32027,Pershing County,NV,Nevada,,,,,
32029,Storey County,NV,Nevada,C3990,"Reno, NV",Metro,CS456,"Reno-Carson City-Fernley, NV"
32031,Washoe County,NV,Nevada,C3990,"Reno, NV",Metro,CS456,"Reno-Carson City-Fernley, NV"
32033,White Pine County,NV,Nevada,,,,,
32510,Carson City,NV,Nevada,C1618,"Carson City, NV",Metro,CS456,"Reno-Carson City-Fernley, NV"
33001,Belknap County,NH,New Hampshire,C2906,"Laconia, NH",Micro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33003,Carroll County,NH,New Hampshire,,,,,
33005,Cheshire County,NH,New Hampshire,C2830,"Keene, NH",Micro,,
33007,Coos County,NH,New Hampshire,C1362,"Berlin, NH-VT",Micro,,
33009,Grafton County,NH,New Hampshire,C1720,"Claremont-Lebanon, NH-VT",Micro,,
33011,Hillsborough County,NH,New Hampshire,C3170,"Manchester-Nashua, NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33013,Merrimack County,NH,New Hampshire,C1818,"Concord, NH",Micro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33015,Rockingham County,NH,New Hampshire,C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33017,Strafford County,NH,New Hampshire,C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33019,Sullivan County,NH,New Hampshire,C1720,"Claremont-Lebanon, NH-VT",Micro,,
34001,Atlantic County,NJ,New Jersey,C1210,"Atlantic City-Hammonton, NJ",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34003,Bergen County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34005,Burlington County,NJ,New Jersey,C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34007,Camden County,NJ,New Jersey,C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34009,Cape May County,NJ,New Jersey,C3614,"Ocean City, NJ",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34011,Cumberland County,NJ,New Jersey,C4722,"Vineland-Bridgeton, NJ",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34013,Essex County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34015,Gloucester County,NJ,New Jersey,C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34017,Hudson County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34019,Hunterdon County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34021,Mercer County,NJ,New Jersey,C4594,"Trenton, NJ",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34023,Middlesex County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34025,Monmouth County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34027,Morris County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34029,Ocean County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34031,Passaic County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34033,Salem County,NJ,New Jersey,C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34035,Somerset County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34037,Sussex County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34039,Union County,NJ,New Jersey,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34041,Warren County,NJ,New Jersey,C1090,"Allentown-Bethlehem-Easton, PA-NJ",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
35001,Bernalillo County,NM,New Mexico,C1074,"Albuquerque, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35003,Catron County,NM,New Mexico,,,,,
35005,Chaves County,NM,New Mexico,C4074,"Roswell, NM",Micro,,
35006,Cibola County,NM,New Mexico,C2438,"Grants, NM",Micro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35007,Colfax County,NM,New Mexico,,,,,
35009,Curry County,NM,New Mexico,C1758,"Clovis, NM",Micro,CS188,"Clovis-Portales, NM"
35011,De Baca County,NM,New Mexico,,,,,
35013,Doña Ana County,NM,New Mexico,C2974,"Las Cruces, NM",Metro,CS238,"El Paso-Las Cruces, TX-NM"
35015,Eddy County,NM,New Mexico,C1610,"Carlsbad-Artesia, NM",Micro,,
35017,Grant County,NM,New Mexico,C4350,"Silver City, NM",Micro,,
35019,Guadalupe County,NM,New Mexico,,,,,
35021,Harding County,NM,New Mexico,,,,,
35023,Hidalgo County,NM,New Mexico,,,,,
35025,Lea County,NM,New Mexico,C2602,"Hobbs, NM",Micro,,
35027,Lincoln County,NM,New Mexico,,,,,
35028,Los Alamos County,NM,New Mexico,C3106,"Los Alamos, NM",Micro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35029,Luna County,NM,New Mexico,C1970,"Deming, NM",Micro,,
35031,McKinley County,NM,New Mexico,C2370,"Gallup, NM",Micro,,
35033,Mora County,NM,New Mexico,,,,,
35035,Otero County,NM,New Mexico,C1046,"Alamogordo, NM",Micro,,
35037,Quay County,NM,New Mexico,,,,,
35039,Rio Arriba County,NM,New Mexico,C2158,"Española, NM",Micro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35041,Roosevelt County,NM,New Mexico,C3878,"Portales, NM",Micro,CS188,"Clovis-Portales, NM"
35043,Sandoval County,NM,New Mexico,C1074,"Albuquerque, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35045,San Juan County,NM,New Mexico,C2214,"Farmington, NM",Metro,,
35047,San Miguel County,NM,New Mexico,C2978,"Las Vegas, NM",Micro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35049,Santa Fe County,NM,New Mexico,C4214,"Santa Fe, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35051,Sierra County,NM,New Mexico,,,,,
35053,Socorro County,NM,New Mexico,,,,,
35055,Taos County,NM,New Mexico,C4534,"Taos, NM",Micro,,
35057,Torrance County,NM,New Mexico,C1074,"Albuquerque, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35059,Union County,NM,New Mexico,,,,,
35061,Valencia County,NM,New Mexico,C1074,"Albuquerque, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
36001,Albany County,NY,New York,C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36003,Allegany County,NY,New York,,,,,
36005,Bronx County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36007,Broome County,NY,New York,C1378,"Binghamton, NY",Metro,,
36009,Cattaraugus County,NY,New York,C3646,"Olean, NY",Micro,CS160,"Buffalo-Cheektowaga, NY"
36011,Cayuga County,NY,New York,C1218,"Auburn, NY",Micro,CS532,"Syracuse-Auburn, NY"
36013,Chautauqua County,NY,New York,C2746,"Jamestown-Dunkirk-Fredonia, NY",Micro,,
36015,Chemung County,NY,New York,C2130,"Elmira, NY",Metro,CS236,"Elmira-Corning, NY"
36017,Chenango County,NY,New York,,,,,
36019,Clinton County,NY,New York,C3846,"Plattsburgh, NY",Micro,,
36021,Columbia County,NY,New York,C2646,"Hudson, NY",Micro,CS104,"Albany-Schenectady, NY"
36023,Cortland County,NY,New York,C1866,"Cortland, NY",Micro,CS296,"Ithaca-Cortland, NY"
36025,Delaware County,NY,New York,,,,,
36027,Dutchess County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36029,Erie County,NY,New York,C1538,"Buffalo-Cheektowaga-Niagara Falls, NY",Metro,CS160,"Buffalo-Cheektowaga, NY"
36031,Essex County,NY,New York,,,,,
36033,Franklin County,NY,New York,C3166,"Malone, NY",Micro,,
36035,Fulton County,NY,New York,C2410,"Gloversville, NY",Micro,CS104,"Albany-Schenectady, NY"
36037,Genesee County,NY,New York,C1286,"Batavia, NY",Micro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36039,Greene County,NY,New York,,,,,
36041,Hamilton County,NY,New York,,,,,
36043,Herkimer County,NY,New York,C4654,"Utica-Rome, NY",Metro,,
36045,Jefferson County,NY,New York,C4806,"Watertown-Fort Drum, NY",Metro,,
36047,Kings County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36049,Lewis County,NY,New York,,,,,
36051,Livingston County,NY,New York,C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36053,Madison County,NY,New York,C4506,"Syracuse, NY",Metro,CS532,"Syracuse-Auburn, NY"
36055,Monroe County,NY,New York,C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36057,Montgomery County,NY,New York,C1122,"Amsterdam, NY",Micro,CS104,"Albany-Schenectady, NY"
36059,Nassau County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36061,New York County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36063,Niagara County,NY,New York,C1538,"Buffalo-Cheektowaga-Niagara Falls, NY",Metro,CS160,"Buffalo-Cheektowaga, NY"
36065,Oneida County,NY,New York,C4654,"Utica-Rome, NY",Metro,,
36067,Onondaga County,NY,New York,C4506,"Syracuse, NY",Metro,CS532,"Syracuse-Auburn, NY"
36069,Ontario County,NY,New York,C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36071,Orange County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36073,Orleans County,NY,New York,C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36075,Oswego County,NY,New York,C4506,"Syracuse, NY",Metro,CS532,"Syracuse-Auburn, NY"
36077,Otsego County,NY,New York,C3658,"Oneonta, NY",Micro,,
36079,Putnam County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36081,Queens County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36083,Rensselaer County,NY,New York,C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36085,Richmond County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36087,Rockland County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36089,St. Lawrence County,NY,New York,C3630,"Ogdensburg-Massena, NY",Micro,,
36091,Saratoga County,NY,New York,C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36093,Schenectady County,NY,New York,C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36095,Schoharie County,NY,New York,C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36097,Schuyler County,NY,New York,,,,,
36099,Seneca County,NY,New York,C4290,"Seneca Falls, NY",Micro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36101,Steuben County,NY,New York,C1850,"Corning, NY",Micro,CS236,"Elmira-Corning, NY"
36103,Suffolk County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36105,Sullivan County,NY,New York,,,,,
36107,Tioga County,NY,New York,C1378,"Binghamton, NY",Metro,,
36109,Tompkins County,NY,New York,C2706,"Ithaca, NY",Metro,CS296,"Ithaca-Cortland, NY"
36111,Ulster County,NY,New York,C2874,"Kingston, NY",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36113,Warren County,NY,New York,C2402,"Glens Falls, NY",Metro,CS104,"Albany-Schenectady, NY"
36115,Washington County,NY,New York,C2402,"Glens Falls, NY",Metro,CS104,"Albany-Schenectady, NY"
36117,Wayne County,NY,New York,C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36119,Westchester County,NY,New York,C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36121,Wyoming County,NY,New York,,,,,
36123,Yates County,NY,New York,C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
37001,Alamance County,NC,North Carolina,C1550,"Burlington, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37003,Alexander County,NC,North Carolina,C2586,"Hickory-Lenoir-Morganton, NC",Metro,CS280,"Hickory-Lenoir, NC"
37005,Alleghany County,NC,North Carolina,,,,,
37007,Anson County,NC,North Carolina,,,,,
37009,Ashe County,NC,North Carolina,,,,,
37011,Avery County,NC,North Carolina,,,,,
37013,Beaufort County,NC,North Carolina,C4782,"Washington, NC",Micro,CS274,"Greenville-Washington, NC"
37015,Bertie County,NC,North Carolina,,,,,
37017,Bladen County,NC,North Carolina,,,,,
37019,Brunswick County,NC,North Carolina,C3482,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metro,CS396,"Myrtle Beach-Conway, SC-NC"
37021,Buncombe County,NC,North Carolina,C1170,"Asheville, NC",Metro,CS120,"Asheville-Brevard, NC"
37023,Burke County,NC,North Carolina,C2586,"Hickory-Lenoir-Morganton, NC",Metro,CS280,"Hickory-Lenoir, NC"
37025,Cabarrus County,NC,North Carolina,C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37027,Caldwell County,NC,North Carolina,C2586,"Hickory-Lenoir-Morganton, NC",Metro,CS280,"Hickory-Lenoir, NC"
37029,Camden County,NC,North Carolina,C2102,"Elizabeth City, NC",Micro,CS545,"Virginia Beach-Norfolk, VA-NC"
37031,Carteret County,NC,North Carolina,C3398,"Morehead City, NC",Micro,CS404,"New Bern-Morehead City, NC"
37033,Caswell County,NC,North Carolina,,,,,
37035,Catawba County,NC,North Carolina,C2586,"Hickory-Lenoir-Morganton, NC",Metro,CS280,"Hickory-Lenoir, NC"
37037,Chatham County,NC,North Carolina,C2050,"Durham-Chapel Hill, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37039,Cherokee County,NC,North Carolina,,,,,
37041,Chowan County,NC,North Carolina,,,,,
37043,Clay County,NC,North Carolina,,,,,
37045,Cleveland County,NC,North Carolina,C4314,"Shelby, NC",Micro,CS172,"Charlotte-Concord, NC-SC"
37047,Columbus County,NC,North Carolina,,,,,
37049,Craven County,NC,North Carolina,C3510,"New Bern, NC",Metro,CS404,"New Bern-Morehead City, NC"
37051,Cumberland County,NC,North Carolina,C2218,"Fayetteville, NC",Metro,CS246,"Fayetteville-Lumberton-Laurinburg, NC"
37053,Currituck County,NC,North Carolina,C4726,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,CS545,"Virginia Beach-Norfolk, VA-NC"
37055,Dare County,NC,North Carolina,C2862,"Kill Devil Hills, NC",Micro,CS545,"Virginia Beach-Norfolk, VA-NC"
37057,Davidson County,NC,North Carolina,C4918,"Winston-Salem, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37059,Davie County,NC,North Carolina,C4918,"Winston-Salem, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37061,Duplin County,NC,North Carolina,,,,,
37063,Durham County,NC,North Carolina,C2050,"Durham-Chapel Hill, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37065,Edgecombe County,NC,North Carolina,C4058,"Rocky Mount, NC",Metro,CS468,"Rocky Mount-Wilson-Roanoke Rapids, NC"
37067,Forsyth County,NC,North Carolina,C4918,"Winston-Salem, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37069,Franklin County,NC,North Carolina,C3958,"Raleigh, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37071,Gaston County,NC,North Carolina,C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37073,Gates County,NC,North Carolina,C4726,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,CS545,"Virginia Beach-Norfolk, VA-NC"
37075,Graham County,NC,North Carolina,,,,,
